ID,Latitude,Longitude,poids_dechets
4875915521,14.7471609,-17.4678895,5.4
4907702023,14.731098,-17.446606,5.4
4907729023,14.7277754,-17.4523394,5.4
4909199691,14.7348635,-17.4462399,5.4
4921164422,14.720386,-17.470685,5.4
4927205121,14.7390094,-17.4476686,5.4
4934601375,14.7117071,-17.4511078,5.4
4940045122,14.7225066,-17.4518667,5.4
4949298159,14.7248697,-17.439323,5.4
4949700821,14.7245638,-17.4391649,5.4
4956158896,14.7279837,-17.4545205,5.4
4956709974,14.7285208,-17.455462,5.4
4956827010,14.7414793,-17.461575,5.4
4956827011,14.739572,-17.4618722,5.4
4956827012,14.7393427,-17.4655295,5.4
4956827013,14.7360273,-17.4605299,5.4
4956827014,14.7364504,-17.4560701,5.4
4956827015,14.7415233,-17.4538254,5.4
4956841238,14.74095,-17.4479778,5.4
4956841239,14.7360503,-17.4519535,5.4
4956841240,14.7333747,-17.4555082,5.4
4956870865,14.7402216,-17.4656936,5.4
4956870866,14.7375791,-17.465705,5.4
4956870867,14.737557,-17.4656452,5.4
4956870868,14.7375163,-17.4655845,5.4
4956870869,14.7364155,-17.4644538,5.4
4956870870,14.735683,-17.4631797,5.4
4956870874,14.735143,-17.461255,5.4
4956870875,14.733322,-17.4560837,5.4
4956870876,14.7383281,-17.456782,5.4
4956870877,14.7386126,-17.4570108,5.4
4956870878,14.7388339,-17.4573284,5.4
4956870879,14.7420108,-17.4510212,5.4
4956886103,14.7422505,-17.4466351,5.4
4956886104,14.7409663,-17.4513461,5.4
4956886106,14.7380458,-17.449145,5.4
4956886108,14.7331689,-17.4562111,5.4
4956886110,14.7301853,-17.4569793,5.4
4956886111,14.727724,-17.448377,5.4
4956886112,14.7317228,-17.4464113,5.4
4956886113,14.7369362,-17.4443511,5.4
4956886114,14.7420755,-17.4415325,5.4
4956886115,14.7270368,-17.4436007,5.4
4956886116,14.7317032,-17.4420786,5.4
4956981353,14.7381504,-17.4446001,5.4
4956981354,14.7378287,-17.4483805,5.4
4956981357,14.7350348,-17.4420853,5.4
4956981358,14.7318474,-17.4464113,5.4
4956981359,14.7280961,-17.4428303,5.4
4956981360,14.7313496,-17.4491854,5.4
4956981361,14.7295539,-17.4520567,5.4
4956981362,14.7305861,-17.456432,5.4
4956981363,14.732589,-17.4505303,5.4
4957018983,14.7409957,-17.4494155,5.4
4957018984,14.7406283,-17.450794,5.4
4957018985,14.7396408,-17.4500634,5.4
4957018986,14.7398932,-17.4520475,5.4
4957018987,14.7396516,-17.4531166,5.4
4957018988,14.7379077,-17.4513214,5.4
4957018989,14.7373815,-17.4532304,5.4
4957018990,14.7365922,-17.452476,5.4
4957018991,14.7357509,-17.453599,5.4
4957043347,14.7386915,-17.4414635,5.4
4957043349,14.7288048,-17.4445984,5.4
4957043350,14.7277028,-17.4460752,5.4
4957043354,14.7351688,-17.4420897,5.4
4957043355,14.7357154,-17.4457265,5.4
4957047699,14.7407716,-17.4637323,5.4
4957047700,14.7437965,-17.4674915,5.4
4957047701,14.7377826,-17.471508,5.4
4957047702,14.7300623,-17.4586899,5.4
4957047703,14.7383269,-17.4575628,5.4
4957047704,14.7371084,-17.456448,5.4
4957047705,14.7391741,-17.4553849,5.4
4957047706,14.7430663,-17.4501408,5.4
4957047707,14.7412702,-17.4436712,5.4
4957047708,14.7407219,-17.4431567,5.4
4957047709,14.7414322,-17.4453943,5.4
4957047710,14.7397495,-17.442918,5.4
